Nome da campanha,Dia,Status de veiculação,Nível de veiculação,Nome da conta,Identificação da conta,Valor usado (BRL),Impressões,Alcance,Cliques no link,CPC (custo por clique no link),Tipo de resultado,Resultados,Custo por resultado,Início dos relatórios,Encerramento dos relatórios
[JUL]_[SN]_Carrossel_Oferta,2026-07-31,active,campaign,AUTOPLUS [FORD] JARAGUÁ DO SUL,189310040817079,29.25,2135,1464,45,0.65,Conversas por mensagem iniciadas,1,29.25,2026-07-31,2026-07-31
[JUL]_[N]_Vídeo_Transit [permanente],2026-07-30,active,campaign,AUTOPLUS [FORD] JARAGUÁ DO SUL,189310040817079,6.93,281,261,4,1.7325,Conversas por mensagem iniciadas,1,6.93,2026-07-30,2026-07-30
[JUL]_[N]_Vt_Condição,2026-07-30,inactive,campaign,AUTOPLUS [FORD] JARAGUÁ DO SUL,189310040817079,17.02,400,327,15,113.466.667,Conversas por mensagem iniciadas,2,8.51,2026-07-30,2026-07-30
[JUL]_[N]_Card_Oferta,2026-07-30,active,campaign,AUTOPLUS [FORD] JARAGUÁ DO SUL,189310040817079,44.9,2985,2083,21,213.809.524,Conversas por mensagem iniciadas,4,11.225,2026-07-30,2026-07-30
[JUL]_[SN]_Carrossel_Oferta,2026-07-30,active,campaign,AUTOPLUS [FORD] JARAGUÁ DO SUL,189310040817079,35.26,2380,1575,44,80.136.364,Conversas por mensagem iniciadas,7,503.714.286,2026-07-30,2026-07-30
[JUL]_[N]_Vídeo_Transit [permanente],2026-07-29,active,campaign,AUTOPLUS [FORD] JARAGUÁ DO SUL,189310040817079,11.25,545,498,10,1.125,Conversas por mensagem iniciadas,1,11.25,2026-07-29,2026-07-29
[JUL]_[N]_Vt_Condição,2026-07-29,inactive,campaign,AUTOPLUS [FORD] JARAGUÁ DO SUL,189310040817079,28.38,578,471,24,1.1825,Conversas por mensagem iniciadas,5,5.676,2026-07-29,2026-07-29
[JUL]_[N]_Card_Oferta,2026-07-29,active,campaign,AUTOPLUS [FORD] JARAGUÁ DO SUL,189310040817079,52.44,3524,2384,31,16.916.129,Conversas por mensagem iniciadas,6,8.74,2026-07-29,2026-07-29
[JUL]_[SN]_Carrossel_Oferta,2026-07-29,active,campaign,AUTOPLUS [FORD] JARAGUÁ DO SUL,189310040817079,42.19,3369,2269,71,59.422.535,Conversas por mensagem iniciadas,5,8.438,2026-07-29,2026-07-29
[JUL]_[SN]_Carrossel_Oferta,2026-07-28,active,campaign,AUTOPLUS [FORD] JARAGUÁ DO SUL,189310040817079,47.15,3306,2220,67,70.373.134,Conversas por mensagem iniciadas,2,23.575,2026-07-28,2026-07-28
[JUL]_[N]_Card_Oferta,2026-07-28,active,campaign,AUTOPLUS [FORD] JARAGUÁ DO SUL,189310040817079,60.63,3744,2480,44,137.795.455,Conversas por mensagem iniciadas,8,757.875,2026-07-28,2026-07-28
[JUL]_[N]_Vt_Condição,2026-07-28,inactive,campaign,AUTOPLUS [FORD] JARAGUÁ DO SUL,189310040817079,35.19,806,675,25,1.4076,Conversas por mensagem iniciadas,2,17.595,2026-07-28,2026-07-28
[JUL]_[N]_Vídeo_Transit [permanente],2026-07-28,active,campaign,AUTOPLUS [FORD] JARAGUÁ DO SUL,189310040817079,11.88,589,573,8,1.485,Conversas por mensagem iniciadas,1,11.88,2026-07-28,2026-07-28
[JUL]_[N]_Vídeo_Transit [permanente],2026-07-27,active,campaign,AUTOPLUS [FORD] JARAGUÁ DO SUL,189310040817079,12.81,593,551,12,1.0675,Conversas por mensagem iniciadas,3,4.27,2026-07-27,2026-07-27
[JUL]_[N]_Vt_Condição,2026-07-27,inactive,campaign,AUTOPLUS [FORD] JARAGUÁ DO SUL,189310040817079,41.31,837,668,25,1.6524,Conversas por mensagem iniciadas,4,10.3275,2026-07-27,2026-07-27
[JUL]_[N]_Card_Oferta,2026-07-27,active,campaign,AUTOPLUS [FORD] JARAGUÁ DO SUL,189310040817079,67.79,3953,2664,38,178.394.737,Conversas por mensagem iniciadas,5,13.558,2026-07-27,2026-07-27
[JUL]_[SN]_Carrossel_Oferta,2026-07-27,active,campaign,AUTOPLUS [FORD] JARAGUÁ DO SUL,189310040817079,51.83,3269,2140,77,67.311.688,Conversas por mensagem iniciadas,11,471.181.818,2026-07-27,2026-07-27
[JUL]_[N]_Vídeo_Transit [permanente],2026-07-26,active,campaign,AUTOPLUS [FORD] JARAGUÁ DO SUL,189310040817079,12.32,545,525,9,136.888.889,,,,2026-07-26,2026-07-26
[JUL]_[N]_Vt_Condição,2026-07-26,inactive,campaign,AUTOPLUS [FORD] JARAGUÁ DO SUL,189310040817079,41.23,767,608,28,1.4725,Conversas por mensagem iniciadas,3,1.374.333.333,2026-07-26,2026-07-26
[JUL]_[N]_Card_Oferta,2026-07-26,active,campaign,AUTOPLUS [FORD] JARAGUÁ DO SUL,189310040817079,122.16,7948,5225,77,158.649.351,Conversas por mensagem iniciadas,9,1.357.333.333,2026-07-26,2026-07-26
[JUL]_[SN]_Carrossel_Oferta,2026-07-26,active,campaign,AUTOPLUS [FORD] JARAGUÁ DO SUL,189310040817079,49.48,3769,2618,98,50.489.796,Conversas por mensagem iniciadas,7,706.857.143,2026-07-26,2026-07-26
[JUL]_[N]_Vídeo_Transit [permanente],2026-07-25,active,campaign,AUTOPLUS [FORD] JARAGUÁ DO SUL,189310040817079,05.02,220,213,4,1.255,Conversas por mensagem iniciadas,1,05.02,2026-07-25,2026-07-25
[JUL]_[N]_Vt_Condição,2026-07-25,inactive,campaign,AUTOPLUS [FORD] JARAGUÁ DO SUL,189310040817079,11.57,318,253,6,192.833.333,Conversas por mensagem iniciadas,2,5.785,2026-07-25,2026-07-25
[JUL]_[N]_Card_Oferta,2026-07-25,active,campaign,AUTOPLUS [FORD] JARAGUÁ DO SUL,189310040817079,171.28,9699,6448,102,167.921.569,Conversas por mensagem iniciadas,7,2.446.857.143,2026-07-25,2026-07-25
[JUL]_[SN]_Carrossel_Oferta,2026-07-25,active,campaign,AUTOPLUS [FORD] JARAGUÁ DO SUL,189310040817079,36.99,2681,1768,57,64.894.737,Conversas por mensagem iniciadas,2,18.495,2026-07-25,2026-07-25
[JUL]_[N]_Card_Oferta,2026-07-24,active,campaign,AUTOPLUS [FORD] JARAGUÁ DO SUL,189310040817079,119.48,7629,5572,77,155.168.831,Conversas por mensagem iniciadas,8,14.935,2026-07-24,2026-07-24
[JUL]_[SN]_Carrossel_Oferta,2026-07-24,active,campaign,AUTOPLUS [FORD] JARAGUÁ DO SUL,189310040817079,40.88,2959,2053,67,61.014.925,Conversas por mensagem iniciadas,4,10.22,2026-07-24,2026-07-24
[JUL]_[N]_Vt_Condição,2026-07-24,inactive,campaign,AUTOPLUS [FORD] JARAGUÁ DO SUL,189310040817079,23.81,359,292,13,183.153.846,Conversas por mensagem iniciadas,4,5.9525,2026-07-24,2026-07-24
[JUL]_[N]_Vídeo_Transit [permanente],2026-07-24,active,campaign,AUTOPLUS [FORD] JARAGUÁ DO SUL,189310040817079,10.87,440,424,8,135.875,Conversas por mensagem iniciadas,4,2.7175,2026-07-24,2026-07-24
[JUL]_[N]_Vídeo_Transit [permanente],2026-07-23,active,campaign,AUTOPLUS [FORD] JARAGUÁ DO SUL,189310040817079,9.12,471,448,3,03.04,,,,2026-07-23,2026-07-23
[JUL]_[N]_Vt_Condição,2026-07-23,inactive,campaign,AUTOPLUS [FORD] JARAGUÁ DO SUL,189310040817079,24.93,396,328,9,2.77,Conversas por mensagem iniciadas,2,12.465,2026-07-23,2026-07-23
[JUL]_[N]_Card_Oferta,2026-07-23,active,campaign,AUTOPLUS [FORD] JARAGUÁ DO SUL,189310040817079,0.23,25,18,,,Conversas por mensagem iniciadas,1,0.23,2026-07-23,2026-07-23
[JUL]_[SN]_Card_Condição,2026-07-23,completed,campaign,AUTOPLUS [FORD] JARAGUÁ DO SUL,189310040817079,0.03,3,3,,,,,,2026-07-23,2026-07-23
[JUL]_[SN]_Carrossel_Oferta,2026-07-23,active,campaign,AUTOPLUS [FORD] JARAGUÁ DO SUL,189310040817079,43.69,3666,2320,73,59.849.315,Conversas por mensagem iniciadas,1,43.69,2026-07-23,2026-07-23
[JUL]_[N]_Vídeo_Transit [permanente],2026-07-22,active,campaign,AUTOPLUS [FORD] JARAGUÁ DO SUL,189310040817079,9.93,719,662,,,,,,2026-07-22,2026-07-22
[JUL]_[N]_Vt_Condição,2026-07-22,inactive,campaign,AUTOPLUS [FORD] JARAGUÁ DO SUL,189310040817079,34.89,390,306,25,1.3956,Conversas por mensagem iniciadas,3,11.63,2026-07-22,2026-07-22
[JUL]_[N]_Card_Oferta,2026-07-22,active,campaign,AUTOPLUS [FORD] JARAGUÁ DO SUL,189310040817079,79.27,5259,3637,48,165.145.833,Conversas por mensagem iniciadas,6,1.321.166.667,2026-07-22,2026-07-22
[JUL]_[SN]_Card_Condição,2026-07-22,completed,campaign,AUTOPLUS [FORD] JARAGUÁ DO SUL,189310040817079,19.55,747,628,3,651.666.667,Conversas por mensagem iniciadas,2,9.775,2026-07-22,2026-07-22
[JUL]_[SN]_Carrossel_Oferta,2026-07-22,active,campaign,AUTOPLUS [FORD] JARAGUÁ DO SUL,189310040817079,39.29,3725,2420,78,50.371.795,Conversas por mensagem iniciadas,2,19.645,2026-07-22,2026-07-22
[JUL]_[SN]_Card_Condição,2026-07-21,completed,campaign,AUTOPLUS [FORD] JARAGUÁ DO SUL,189310040817079,31.2,1064,873,11,283.636.364,Conversas por mensagem iniciadas,2,15.6,2026-07-21,2026-07-21
[JUL]_[SN]_Carrossel_Oferta,2026-07-21,active,campaign,AUTOPLUS [FORD] JARAGUÁ DO SUL,189310040817079,26.02,2256,1491,48,54.208.333,Conversas por mensagem iniciadas,2,13.01,2026-07-21,2026-07-21
[JUL]_[N]_Vt_Condição,2026-07-21,inactive,campaign,AUTOPLUS [FORD] JARAGUÁ DO SUL,189310040817079,34.98,458,386,25,1.3992,Conversas por mensagem iniciadas,5,6.996,2026-07-21,2026-07-21
[JUL]_[N]_Card_Oferta,2026-07-21,active,campaign,AUTOPLUS [FORD] JARAGUÁ DO SUL,189310040817079,105.7,7334,4902,52,203.269.231,Conversas por mensagem iniciadas,7,15.1,2026-07-21,2026-07-21
[JUL]_[N]_Vídeo_Transit [permanente],2026-07-21,active,campaign,AUTOPLUS [FORD] JARAGUÁ DO SUL,189310040817079,11.31,745,693,2,5.655,Conversas por mensagem iniciadas,1,11.31,2026-07-21,2026-07-21
[JUL]_[N]_Vídeo_Transit [permanente],2026-07-20,active,campaign,AUTOPLUS [FORD] JARAGUÁ DO SUL,189310040817079,12.77,898,823,3,425.666.667,,,,2026-07-20,2026-07-20
[JUL]_[N]_Vt_Condição,2026-07-20,inactive,campaign,AUTOPLUS [FORD] JARAGUÁ DO SUL,189310040817079,37.02,391,322,21,176.285.714,Conversas por mensagem iniciadas,5,7.404,2026-07-20,2026-07-20
[JUL]_[N]_Card_Oferta,2026-07-20,active,campaign,AUTOPLUS [FORD] JARAGUÁ DO SUL,189310040817079,107.84,8292,5458,77,140.051.948,Conversas por mensagem iniciadas,10,10.784,2026-07-20,2026-07-20
[JUL]_[SN]_Card_Condição,2026-07-20,completed,campaign,AUTOPLUS [FORD] JARAGUÁ DO SUL,189310040817079,32.2,1408,1074,12,268.333.333,Conversas por mensagem iniciadas,4,08.05,2026-07-20,2026-07-20
[JUL]_[SN]_Carrossel_Oferta,2026-07-20,active,campaign,AUTOPLUS [FORD] JARAGUÁ DO SUL,189310040817079,45.99,3897,2637,90,511,Conversas por mensagem iniciadas,7,6.57,2026-07-20,2026-07-20
[JUL]_[N]_Vídeo_Transit [permanente],2026-07-19,active,campaign,AUTOPLUS [FORD] JARAGUÁ DO SUL,189310040817079,10.83,630,593,3,3.61,,,,2026-07-19,2026-07-19
[JUL]_[N]_Vt_Condição,2026-07-19,inactive,campaign,AUTOPLUS [FORD] JARAGUÁ DO SUL,189310040817079,42.56,760,643,30,141.866.667,Conversas por mensagem iniciadas,2,21.28,2026-07-19,2026-07-19
[JUL]_[N]_Card_Oferta,2026-07-19,active,campaign,AUTOPLUS [FORD] JARAGUÁ DO SUL,189310040817079,110.81,8795,5625,87,127.367.816,Conversas por mensagem iniciadas,8,1.385.125,2026-07-19,2026-07-19
[JUL]_[SN]_Card_Condição,2026-07-19,completed,campaign,AUTOPLUS [FORD] JARAGUÁ DO SUL,189310040817079,37.8,1446,1157,18,2.1,Conversas por mensagem iniciadas,4,9.45,2026-07-19,2026-07-19
[JUL]_[SN]_Carrossel_Oferta,2026-07-19,active,campaign,AUTOPLUS [FORD] JARAGUÁ DO SUL,189310040817079,46.78,4173,2754,70,66.828.571,Conversas por mensagem iniciadas,4,11.695,2026-07-19,2026-07-19
[JUL]_[N]_Vt_Condição,2026-07-18,inactive,campaign,AUTOPLUS [FORD] JARAGUÁ DO SUL,189310040817079,14.02,361,305,16,87.625,Conversas por mensagem iniciadas,1,14.02,2026-07-18,2026-07-18
[JUL]_[SN]_Card_Condição,2026-07-18,completed,campaign,AUTOPLUS [FORD] JARAGUÁ DO SUL,189310040817079,16.53,554,457,8,206.625,Conversas por mensagem iniciadas,4,4.1325,2026-07-18,2026-07-18
[JUL]_[N]_Vídeo_Transit [permanente],2026-07-18,active,campaign,AUTOPLUS [FORD] JARAGUÁ DO SUL,189310040817079,6.87,528,503,,,,,,2026-07-18,2026-07-18
[JUL]_[N]_Card_Oferta,2026-07-18,active,campaign,AUTOPLUS [FORD] JARAGUÁ DO SUL,189310040817079,66.91,4521,3060,34,196.794.118,Conversas por mensagem iniciadas,6,1.115.166.667,2026-07-18,2026-07-18
[JUL]_[SN]_Carrossel_Oferta,2026-07-18,active,campaign,AUTOPLUS [FORD] JARAGUÁ DO SUL,189310040817079,23.1,2037,1418,44,525,Conversas por mensagem iniciadas,2,11.55,2026-07-18,2026-07-18
[JUL]_[N]_Vt_Condição,2026-07-17,inactive,campaign,AUTOPLUS [FORD] JARAGUÁ DO SUL,189310040817079,28.33,310,259,18,157.388.889,Conversas por mensagem iniciadas,7,404.714.286,2026-07-17,2026-07-17
[JUL]_[N]_Card_Oferta,2026-07-17,active,campaign,AUTOPLUS [FORD] JARAGUÁ DO SUL,189310040817079,89.33,6304,4393,53,16.854.717,Conversas por mensagem iniciadas,3,2.977.666.667,2026-07-17,2026-07-17
[JUL]_[SN]_Card_Condição,2026-07-17,completed,campaign,AUTOPLUS [FORD] JARAGUÁ DO SUL,189310040817079,21.5,917,786,10,2.15,Conversas por mensagem iniciadas,1,21.5,2026-07-17,2026-07-17
[JUL]_[SN]_Carrossel_Oferta,2026-07-17,active,campaign,AUTOPLUS [FORD] JARAGUÁ DO SUL,189310040817079,35.86,3034,1888,70,51.228.571,Conversas por mensagem iniciadas,4,8.965,2026-07-17,2026-07-17
[JUL]_[N]_Vídeo_Transit [permanente],2026-07-17,active,campaign,AUTOPLUS [FORD] JARAGUÁ DO SUL,189310040817079,7.85,460,429,1,7.85,,,,2026-07-17,2026-07-17
[JUL]_[N]_Vídeo_Transit [permanente],2026-07-16,active,campaign,AUTOPLUS [FORD] JARAGUÁ DO SUL,189310040817079,11.92,689,636,4,2.98,Conversas por mensagem iniciadas,1,11.92,2026-07-16,2026-07-16
[JUL]_[N]_Vt_Condição,2026-07-16,inactive,campaign,AUTOPLUS [FORD] JARAGUÁ DO SUL,189310040817079,29.94,540,435,20,1.497,Conversas por mensagem iniciadas,5,5.988,2026-07-16,2026-07-16
[JUL]_[N]_Card_Oferta,2026-07-16,active,campaign,AUTOPLUS [FORD] JARAGUÁ DO SUL,189310040817079,96.39,7406,4965,63,1.53,Conversas por mensagem iniciadas,9,10.71,2026-07-16,2026-07-16
[JUL]_[SN]_Card_Condição,2026-07-16,completed,campaign,AUTOPLUS [FORD] JARAGUÁ DO SUL,189310040817079,29.4,1005,803,15,1.96,Conversas por mensagem iniciadas,5,5.88,2026-07-16,2026-07-16
[JUL]_[SN]_Carrossel_Oferta,2026-07-16,active,campaign,AUTOPLUS [FORD] JARAGUÁ DO SUL,189310040817079,37.13,3123,2047,54,68.759.259,Conversas por mensagem iniciadas,2,18.565,2026-07-16,2026-07-16
[JUL]_[SN]_Carrossel_Oferta,2026-07-15,active,campaign,AUTOPLUS [FORD] JARAGUÁ DO SUL,189310040817079,42.45,4175,2672,76,55.855.263,Conversas por mensagem iniciadas,2,21.225,2026-07-15,2026-07-15
[JUL]_[N]_Card_Oferta,2026-07-15,active,campaign,AUTOPLUS [FORD] JARAGUÁ DO SUL,189310040817079,96.37,6501,4532,57,169.070.175,Conversas por mensagem iniciadas,10,9.637,2026-07-15,2026-07-15
[JUL]_[SN]_Card_Condição,2026-07-15,completed,campaign,AUTOPLUS [FORD] JARAGUÁ DO SUL,189310040817079,32.39,1192,1023,9,359.888.889,Conversas por mensagem iniciadas,5,6.478,2026-07-15,2026-07-15
[JUL]_[N]_Vt_Condição,2026-07-15,inactive,campaign,AUTOPLUS [FORD] JARAGUÁ DO SUL,189310040817079,38.17,652,524,23,165.956.522,Conversas por mensagem iniciadas,5,7.634,2026-07-15,2026-07-15
[JUL]_[N]_Vídeo_Transit [permanente],2026-07-15,active,campaign,AUTOPLUS [FORD] JARAGUÁ DO SUL,189310040817079,12.62,919,849,6,210.333.333,Conversas por mensagem iniciadas,3,420.666.667,2026-07-15,2026-07-15
[JUL]_[N]_Vídeo_Transit [permanente],2026-07-14,active,campaign,AUTOPLUS [FORD] JARAGUÁ DO SUL,189310040817079,3.76,233,222,3,125.333.333,Conversas por mensagem iniciadas,3,125.333.333,2026-07-14,2026-07-14
[JUL]_[N]_Vt_Condição,2026-07-14,inactive,campaign,AUTOPLUS [FORD] JARAGUÁ DO SUL,189310040817079,47.63,947,825,20,2.3815,Conversas por mensagem iniciadas,5,9.526,2026-07-14,2026-07-14
[JUL]_[N]_Card_Oferta,2026-07-14,active,campaign,AUTOPLUS [FORD] JARAGUÁ DO SUL,189310040817079,116.3,7261,4519,52,223.653.846,Conversas por mensagem iniciadas,6,1.938.333.333,2026-07-14,2026-07-14
[JUL]_[SN]_Card_Condição,2026-07-14,completed,campaign,AUTOPLUS [FORD] JARAGUÁ DO SUL,189310040817079,35.73,1567,1249,11,324.818.182,Conversas por mensagem iniciadas,3,11.91,2026-07-14,2026-07-14
[JUL]_[SN]_Carrossel_Oferta,2026-07-14,active,campaign,AUTOPLUS [FORD] JARAGUÁ DO SUL,189310040817079,47.09,4026,2629,69,68.246.377,Conversas por mensagem iniciadas,3,1.569.666.667,2026-07-14,2026-07-14
[JUL]_[N]_Card_Oferta,2026-07-13,active,campaign,AUTOPLUS [FORD] JARAGUÁ DO SUL,189310040817079,116.55,8042,4919,75,1.554,Conversas por mensagem iniciadas,8,1.456.875,2026-07-13,2026-07-13
[JUL]_[SN]_Card_Condição,2026-07-13,completed,campaign,AUTOPLUS [FORD] JARAGUÁ DO SUL,189310040817079,38.36,1207,959,14,2.74,Conversas por mensagem iniciadas,6,639.333.333,2026-07-13,2026-07-13
[JUL]_[SN]_Carrossel_Oferta,2026-07-13,active,campaign,AUTOPLUS [FORD] JARAGUÁ DO SUL,189310040817079,47.79,3892,2537,73,65.465.753,Conversas por mensagem iniciadas,6,7.965,2026-07-13,2026-07-13
[JUL]_[N]_Card_Oferta,2026-07-12,active,campaign,AUTOPLUS [FORD] JARAGUÁ DO SUL,189310040817079,118.1,8073,5086,68,173.676.471,Conversas por mensagem iniciadas,8,147.625,2026-07-12,2026-07-12
[JUL]_[SN]_Card_Condição,2026-07-12,completed,campaign,AUTOPLUS [FORD] JARAGUÁ DO SUL,189310040817079,35.99,1634,1297,13,276.846.154,Conversas por mensagem iniciadas,2,17.995,2026-07-12,2026-07-12
[JUL]_[SN]_Carrossel_Oferta,2026-07-12,active,campaign,AUTOPLUS [FORD] JARAGUÁ DO SUL,189310040817079,46.58,3562,2309,79,58.962.025,Conversas por mensagem iniciadas,6,776.333.333,2026-07-12,2026-07-12
[JUL]_[SN]_Carrossel_Oferta,2026-07-11,active,campaign,AUTOPLUS [FORD] JARAGUÁ DO SUL,189310040817079,25.32,2118,1314,33,76.727.273,Conversas por mensagem iniciadas,2,12.66,2026-07-11,2026-07-11
[JUL]_[N]_Card_Oferta,2026-07-11,active,campaign,AUTOPLUS [FORD] JARAGUÁ DO SUL,189310040817079,88.8,6819,4370,56,158.571.429,Conversas por mensagem iniciadas,9,986.666.667,2026-07-11,2026-07-11
[JUL]_[SN]_Card_Condição,2026-07-11,completed,campaign,AUTOPLUS [FORD] JARAGUÁ DO SUL,189310040817079,20.35,891,710,7,290.714.286,Conversas por mensagem iniciadas,1,20.35,2026-07-11,2026-07-11
[JUL]_[SN]_Card_Condição,2026-07-10,completed,campaign,AUTOPLUS [FORD] JARAGUÁ DO SUL,189310040817079,21.74,984,763,8,2.7175,Conversas por mensagem iniciadas,2,10.87,2026-07-10,2026-07-10
[JUL]_[SN]_Carrossel_Oferta,2026-07-10,active,campaign,AUTOPLUS [FORD] JARAGUÁ DO SUL,189310040817079,32.95,2301,1456,51,64.607.843,Conversas por mensagem iniciadas,3,1.098.333.333,2026-07-10,2026-07-10
[JUL]_[N]_Card_Oferta,2026-07-10,active,campaign,AUTOPLUS [FORD] JARAGUÁ DO SUL,189310040817079,70.97,5217,3394,33,215.060.606,,,,2026-07-10,2026-07-10
[JUL]_[SN]_Card_Condição,2026-07-09,completed,campaign,AUTOPLUS [FORD] JARAGUÁ DO SUL,189310040817079,27.53,1087,844,4,6.8825,Conversas por mensagem iniciadas,2,13.765,2026-07-09,2026-07-09
[JUL]_[SN]_Carrossel_Oferta,2026-07-09,active,campaign,AUTOPLUS [FORD] JARAGUÁ DO SUL,189310040817079,37.2,2744,1777,52,71.538.462,Conversas por mensagem iniciadas,3,12.4,2026-07-09,2026-07-09
[JUL]_[N]_Card_Oferta,2026-07-09,active,campaign,AUTOPLUS [FORD] JARAGUÁ DO SUL,189310040817079,24.58,1220,803,19,129.368.421,Conversas por mensagem iniciadas,2,12.29,2026-07-09,2026-07-09
[JUL]_[N]_Card_Oferta,2026-07-08,active,campaign,AUTOPLUS [FORD] JARAGUÁ DO SUL,189310040817079,32.21,1926,1347,15,214.733.333,Conversas por mensagem iniciadas,2,16.105,2026-07-08,2026-07-08
[JUL]_[SN]_Card_Condição,2026-07-08,completed,campaign,AUTOPLUS [FORD] JARAGUÁ DO SUL,189310040817079,34.26,1412,1129,13,263.538.462,Conversas por mensagem iniciadas,5,6.852,2026-07-08,2026-07-08
[JUL]_[SN]_Carrossel_Oferta,2026-07-08,active,campaign,AUTOPLUS [FORD] JARAGUÁ DO SUL,189310040817079,41.26,3186,2043,57,72.385.965,Conversas por mensagem iniciadas,6,687.666.667,2026-07-08,2026-07-08
[JUL]_[N]_Card_Oferta,2026-07-07,active,campaign,AUTOPLUS [FORD] JARAGUÁ DO SUL,189310040817079,37.04,2304,1737,21,176.380.952,Conversas por mensagem iniciadas,1,37.04,2026-07-07,2026-07-07
[JUL]_[SN]_Card_Condição,2026-07-07,completed,campaign,AUTOPLUS [FORD] JARAGUÁ DO SUL,189310040817079,37.04,1455,1102,9,411.555.556,Conversas por mensagem iniciadas,4,9.26,2026-07-07,2026-07-07
[JUL]_[SN]_Carrossel_Oferta,2026-07-07,active,campaign,AUTOPLUS [FORD] JARAGUÁ DO SUL,189310040817079,47.98,3134,1944,62,77.387.097,Conversas por mensagem iniciadas,3,1.599.333.333,2026-07-07,2026-07-07
[JUN]_[N]_Vídeo_Modelo,2026-07-06,inactive,campaign,AUTOPLUS [FORD] JARAGUÁ DO SUL,189310040817079,10.92,202,166,5,2.184,,,,2026-07-06,2026-07-06
[JUL]_[N]_Card_Oferta,2026-07-06,active,campaign,AUTOPLUS [FORD] JARAGUÁ DO SUL,189310040817079,39.54,3274,2373,23,171.913.043,Conversas por mensagem iniciadas,4,9.885,2026-07-06,2026-07-06
[JUL]_[SN]_Card_Condição,2026-07-06,completed,campaign,AUTOPLUS [FORD] JARAGUÁ DO SUL,189310040817079,37.43,1702,1301,13,287.923.077,Conversas por mensagem iniciadas,4,9.3575,2026-07-06,2026-07-06
[JUL]_[SN]_Carrossel_Oferta,2026-07-06,active,campaign,AUTOPLUS [FORD] JARAGUÁ DO SUL,189310040817079,49.63,3751,2502,69,71.927.536,Conversas por mensagem iniciadas,5,9.926,2026-07-06,2026-07-06
[JUN]_[N]_Vídeo_Modelo,2026-07-05,inactive,campaign,AUTOPLUS [FORD] JARAGUÁ DO SUL,189310040817079,28.08,546,407,17,165.176.471,Conversas por mensagem iniciadas,2,14.04,2026-07-05,2026-07-05
[JUL]_[SN]_Carrossel_Oferta,2026-07-05,active,campaign,AUTOPLUS [FORD] JARAGUÁ DO SUL,189310040817079,45.6,3546,2298,78,58.461.538,Conversas por mensagem iniciadas,4,11.4,2026-07-05,2026-07-05
[JUL]_[N]_Card_Oferta,2026-07-05,active,campaign,AUTOPLUS [FORD] JARAGUÁ DO SUL,189310040817079,33.79,3841,2774,22,153.590.909,Conversas por mensagem iniciadas,1,33.79,2026-07-05,2026-07-05
[JUL]_[SN]_Card_Condição,2026-07-05,completed,campaign,AUTOPLUS [FORD] JARAGUÁ DO SUL,189310040817079,31.58,1370,1068,4,7.895,,,,2026-07-05,2026-07-05
[JUL]_[N]_Card_Oferta,2026-07-04,active,campaign,AUTOPLUS [FORD] JARAGUÁ DO SUL,189310040817079,30.45,3367,2374,26,117.115.385,Conversas por mensagem iniciadas,1,30.45,2026-07-04,2026-07-04
[JUL]_[SN]_Card_Condição,2026-07-04,completed,campaign,AUTOPLUS [FORD] JARAGUÁ DO SUL,189310040817079,28.99,1433,1016,9,322.111.111,Conversas por mensagem iniciadas,4,7.2475,2026-07-04,2026-07-04
[JUN]_[N]_Vídeo_Modelo,2026-07-04,inactive,campaign,AUTOPLUS [FORD] JARAGUÁ DO SUL,189310040817079,6.87,218,156,6,1.145,,,,2026-07-04,2026-07-04
[JUL]_[SN]_Carrossel_Oferta,2026-07-04,active,campaign,AUTOPLUS [FORD] JARAGUÁ DO SUL,189310040817079,26.43,2167,1440,31,85.258.065,,,,2026-07-04,2026-07-04
[JUL]_[SN]_Carrossel_Oferta,2026-07-03,active,campaign,AUTOPLUS [FORD] JARAGUÁ DO SUL,189310040817079,27.15,2083,1243,37,73.378.378,Conversas por mensagem iniciadas,4,6.7875,2026-07-03,2026-07-03
[JUL]_[N]_Card_Oferta,2026-07-03,active,campaign,AUTOPLUS [FORD] JARAGUÁ DO SUL,189310040817079,6.89,679,552,1,6.89,,,,2026-07-03,2026-07-03
[JUL]_[SN]_Card_Condição,2026-07-03,completed,campaign,AUTOPLUS [FORD] JARAGUÁ DO SUL,189310040817079,8.44,480,378,9,93.777.778,Conversas por mensagem iniciadas,1,8.44,2026-07-03,2026-07-03
[JUN]_[N]_Vídeo_Modelo,2026-07-03,inactive,campaign,AUTOPLUS [FORD] JARAGUÁ DO SUL,189310040817079,12.57,290,184,7,179.571.429,Conversas por mensagem iniciadas,1,12.57,2026-07-03,2026-07-03
[JUL]_[SN]_Carrossel_Oferta,2026-07-02,active,campaign,AUTOPLUS [FORD] JARAGUÁ DO SUL,189310040817079,33.06,2691,1610,39,84.769.231,Conversas por mensagem iniciadas,5,6.612,2026-07-02,2026-07-02
